identity,expression,filename,exL_x,exL_y,exL_z,mebL_x,mebL_y,mebL_z,enL_x,enL_y,enL_z,enR_x,enR_y,enR_z,mebR_x,mebR_y,mebR_z,exR_x,exR_y,exR_z,seL_x,seL_y,seL_z,seR_x,seR_y,seR_z,alL_x,alL_y,alL_z,prn_x,prn_y,prn_z,alR_x,alR_y,alR_z,chL_x,chL_y,chL_z,ls_x,ls_y,ls_z,chR_x,chR_y,chR_z,li_x,li_y,li_z,sto_x,sto_y,sto_z,sl_x,sl_y,sl_z,gn_x,gn_y,gn_z
bs055,N,bs055_N_N_1.lm3,-58.517,29.946,56.105,-48.456,44.348,75.097,-29.928,27.204,60.596,8.411,28.554,58.136,31.486,45.317,69.534,35.781,29.36,52.403,-15.287,19.692,85.349,-3.865,20.522,86.358,-27.063,-7.234,79.122,-7.259,-9.67,99.218,9.752,-6.311,78.511,-34.389,-38.641,69.584,-8.011,-32.336,82.698,15.962,-37.226,64.48,-8.084,-38.238,80.235,-8.093,-40.467,79.175,-8.027,-47.594,82.42,-8.628,-79.237,73.97
bs055,N,bs055_N_N_2.lm3,-57.165,23.494,68.658,-51.545,39.31,86.087,-30.768,21.272,74.333,6.93,22.99,73.346,28.339,40.183,85.218,35.622,25.134,60.224,-18.781,12.725,97.222,-5.943,14.176,98.994,-28.184,-12.642,91.795,-9.054,-15.462,110.698,8.489,-11.876,80.441,-33.988,-46.704,80.699,-9.27,-38.937,94.723,15.271,-44.418,78.973,-9.372,-44.835,90.819,-9.356,-46.278,90.62,-8.503,-54.772,93.083,-8.452,-83.344,84.88
bs055,N,bs055_N_N_3.lm3,-67.187,17.825,78.07,-58.306,32.932,98.44,-37.929,17.122,85.554,-1.215,18.153,88.329,20.76,35.077,99.433,28.315,20.925,81.452,-25.793,9.499,109.005,-12.459,10.189,111.744,-35.311,-19.419,100.194,-16.851,-22.201,123.981,1.815,-17.674,99.601,-39.567,-52.411,94.71,-17.224,-43.979,109.189,7.7,-49.415,94.266,-16.54,-50.506,105.312,-15.856,-52.003,103.634,-14.869,-60.29,107.432,-14.917,-90.207,97.918
bs056,N,bs056_N_N_0.lm3,-47.551,19.239,25.932,-40.23,41.558,44.478,-12.032,20.831,39.509,21.956,23.058,41.233,38.756,48.833,50.767,55.978,27.59,27.431,-0.089,20.653,55.573,11.654,20.795,57.843,-11.116,-7.134,56.574,8.604,-6.82,76.51,25.713,-4.94,60.866,-19.994,-37.828,44.87,8.931,-25.297,64.888,35.601,-34.114,44.28,8.99,-31.262,62.677,8.977,-33.484,61.641,8.87,-42.226,63.943,9.728,-68.222,56.822
bs056,N,bs056_N_N_1.lm3,-41.543,32.568,-50.369,-30.869,59.303,-29.463,-6.716,36.079,-34.603,27.476,36.182,-32.723,45.28,63.202,-26.941,60.898,38.796,-45.379,3.429,36.555,-20.991,16.598,37.379,-18.019,-7.178,7.116,-20.219,11.948,10.357,4.445,32.249,9.756,-22.13,-15.883,-22.23,-22.005,13.59,-10.198,-5.365,40.131,-19.798,-23.114,13.671,-15.58,-6.079,13.695,-17.127,-6.833,13.722,-25.568,-4.571,14.107,-60.338,-20.562
bs056,N,bs056_N_N_2.lm3,-68.269,20.33,-43.068,-55.599,43.927,-21.325,-34.885,21.694,-30.938,-0.012,24.206,-30.8,17.882,54.305,-23.334,30.832,27.643,-39.274,-22.963,24.023,-17.844,-11.436,24.776,-16.368,-33.606,-5.408,-13.568,-15.708,-3.623,6.368,4.962,-3.955,-20.588,-41.55,-35.834,-24.007,-13.359,-24.37,-5.222,14.516,-32.47,-24.435,-13.355,-29.779,-6.665,-14.179,-32.122,-8.555,-14.13,-42.018,-6.401,-13.951,-72.835,-19.811
bs056,N,bs056_N_N_3.lm3,-64.021,25.512,-42.169,-58.81,55.576,-28.147,-29.111,28.556,-27.713,7.21,29.27,-27.849,31.232,61.025,-26.854,36.882,30.973,-31.174,-16.68,32.213,-13.08,-6.759,34.452,-12.97,-27.803,0.605,-6.844,-7.87,4.509,12.659,8.832,0.762,-4.125,-38.068,-29.769,-17.538,-7.818,-17.733,2.034,19.137,-26.284,-15.453,-8.463,-23.815,0.468,-9.924,-26.114,0.116,-7.526,-32.858,3.46,-8.35,-70.615,-17.293
bs057,N,bs057_N_N_0.lm3,-103.798,14.925,92.235,-96.591,40.507,103.562,-71.344,11.44,95.948,-40.64,10.639,91.136,-18.264,37.223,99.345,-12.646,12.287,86.351,-60.718,12.937,106.28,-49.017,12.842,102.306,-70.543,-25.461,108.319,-52.691,-24.889,129.083,-41.319,-27.048,107.18,-81.069,-57.273,97.536,-56.062,-50.415,108.843,-36.042,-59.711,91.774,-57.032,-55.515,104.795,-57.265,-58.458,101.497,-57.084,-64.785,103.643,-57.16,-95.337,97.944
bs057,N,bs057_N_N_1.lm3,-47.303,10.111,84.841,-40.631,36.005,100.986,-15.454,9.633,94.13,16.042,9.054,96.753,40.853,37.618,101.585,45.683,10.466,90.116,-3.203,9.597,108.663,6.009,10.329,108.193,-11.99,-29.414,107.238,2.826,-26.56,130.246,16.334,-29.464,106.679,-20.88,-61.546,94.59,2.121,-52.935,110.514,22.833,-61.168,95.061,1.378,-57.289,103.786,1.347,-58.722,102.228,1.458,-66.538,104.321,0.195,-101.3,96.633
bs057,N,bs057_N_N_2.lm3,-67.853,8.387,102.573,-65.229,35.871,112.771,-36.947,7.712,108.271,-5.825,8.503,105.821,16.806,38.893,114.093,22.677,10.708,104.253,-25.237,9.163,121.315,-16.865,9.869,121.071,-33.487,-31.737,121.0,-17.756,-28.779,142.772,-5.281,-30.14,122.977,-40.201,-63.418,109.854,-19.424,-54.024,123.671,2.485,-61.208,109.383,-19.385,-57.716,120.514,-19.469,-60.161,114.922,-20.118,-66.328,118.516,-18.909,-102.351,110.816
bs057,N,bs057_N_N_3.lm3,-74.735,15.22,74.759,-71.465,44.161,83.22,-44.581,15.923,79.059,-13.538,14.635,79.661,8.009,42.131,88.351,16.002,14.775,75.695,-32.628,13.788,94.281,-24.703,13.863,94.087,-44.233,-25.654,86.457,-28.272,-20.784,115.407,-13.89,-24.302,89.215,-49.442,-56.44,81.724,-29.472,-47.052,95.849,-8.219,-56.277,81.839,-28.136,-50.762,93.728,-29.013,-54.609,88.135,-28.872,-61.86,90.045,-29.003,-94.484,83.98
bs058,N,bs058_N_N_0.lm3,-49.082,3.188,-32.328,-44.88,24.108,-19.669,-21.715,3.297,-29.631,5.465,2.608,-31.132,35.649,23.708,-31.36,35.311,2.773,-41.958,-11.734,1.797,-13.963,-2.458,2.452,-12.456,-23.057,-34.532,-16.677,-6.52,-32.278,6.768,7.103,-33.477,-12.927,-32.547,-58.957,-28.01,-6.845,-53.532,-9.022,14.914,-57.473,-29.258,-6.881,-56.649,-9.806,-6.763,-59.201,-14.179,-6.733,-65.855,-11.452,-7.947,-96.97,-26.767
bs058,N,bs058_N_N_1.lm3,-57.208,7.228,-43.393,-50.566,24.203,-29.243,-26.245,7.928,-34.953,-2.877,6.584,-36.045,21.872,24.431,-31.545,28.568,5.157,-47.518,-20.568,7.211,-19.66,-10.543,6.444,-20.215,-29.795,-27.627,-17.95,-16.317,-24.054,1.048,-1.288,-28.998,-20.093,-40.362,-54.598,-34.636,-15.788,-48.323,-14.258,9.005,-53.655,-33.333,-15.001,-53.165,-16.918,-15.75,-55.611,-18.843,-14.831,-64.108,-19.081,-16.369,-95.091,-33.81
bs058,N,bs058_N_N_2.lm3,-41.578,4.396,-3.982,-40.579,27.247,5.449,-11.626,4.462,8.301,14.212,3.81,6.441,43.74,27.481,7.189,44.053,3.138,-2.992,-7.239,3.09,18.822,0.406,3.835,26.141,-15.795,-31.661,22.147,-2.368,-27.937,44.637,13.52,-31.501,25.999,-24.261,-56.449,8.092,-2.149,-50.762,29.576,23.48,-56.065,11.723,-1.431,-55.279,29.751,-2.372,-58.66,22.243,-2.265,-64.542,26.684,-0.432,-95.432,11.956
bs058,N,bs058_N_N_3.lm3,-41.58,3.587,-9.848,-39.037,25.03,-2.742,-10.826,3.909,-0.611,14.403,4.599,-0.162,41.798,25.171,2.465,44.519,4.534,-7.933,-3.986,3.106,17.316,3.525,3.171,19.454,-13.332,-31.819,16.314,0.042,-26.662,38.126,16.079,-32.462,17.283,-23.342,-58.985,1.733,1.749,-50.288,23.385,26.959,-56.336,4.843,0.886,-54.878,20.931,1.581,-57.907,20.012,0.857,-62.425,21.768,1.346,-92.455,10.23
bs059,N,bs059_N_N_0.lm3,-60.223,14.668,59.867,-62.161,32.693,67.741,-29.552,11.675,62.627,0.725,13.197,64.166,28.967,35.012,67.386,30.793,12.557,54.104,-18.107,9.482,78.737,-8.094,11.108,79.986,-30.306,-26.112,78.856,-9.64,-31.144,99.038,9.63,-24.759,67.349,-35.161,-53.608,61.929,-10.719,-47.01,79.916,13.228,-50.473,62.436,-10.691,-50.813,76.481,-10.718,-53.845,74.639,-10.708,-56.618,76.735,-8.421,-87.648,67.944
bs059,N,bs059_N_N_1.lm3,-58.512,0.163,69.808,-60.966,19.769,81.665,-27.681,0.253,78.571,1.69,0.553,78.055,32.952,22.829,79.844,33.318,2.523,66.846,-15.91,-7.427,97.124,-7.309,-6.611,97.836,-28.637,-38.982,92.901,-9.83,-46.403,109.718,9.392,-38.96,93.67,-34.206,-65.119,75.528,-8.437,-62.079,90.765,14.567,-64.311,73.001,-9.214,-65.175,87.208,-9.268,-66.791,84.427,-9.897,-71.696,87.317,-8.499,-103.646,74.616
bs059,N,bs059_N_N_2.lm3,-62.69,7.429,70.055,-63.065,28.71,80.362,-29.578,6.778,78.827,0.482,9.272,78.176,29.498,32.339,80.822,31.367,10.607,65.487,-19.978,-0.224,96.415,-8.489,1.264,101.745,-29.729,-30.382,96.18,-10.808,-35.482,112.408,8.216,-28.044,97.063,-35.367,-58.945,79.988,-9.739,-52.516,95.703,12.661,-56.706,80.167,-9.701,-55.537,92.321,-9.663,-57.726,91.485,-9.629,-62.63,93.978,-6.708,-93.464,84.158
bs059,N,bs059_N_N_3.lm3,-61.519,-2.736,68.606,-63.87,15.38,80.961,-34.31,-4.137,74.111,-1.123,-2.399,77.246,26.349,19.968,82.838,28.985,-0.469,64.225,-21.696,-13.988,94.136,-10.148,-11.682,96.469,-32.375,-43.308,90.376,-13.411,-51.423,106.123,5.783,-41.087,93.027,-36.444,-70.66,69.117,-12.126,-64.53,85.657,11.648,-67.428,69.129,-12.095,-67.449,85.48,-12.162,-70.644,80.735,-12.12,-75.56,83.093,-10.702,-103.694,73.94
bs060,N,bs060_N_N_0.lm3,-43.881,13.114,36.203,-35.431,33.844,48.132,-11.654,11.594,43.784,20.811,11.712,48.029,42.865,35.318,52.267,51.989,14.772,43.863,-2.055,5.924,58.89,9.806,6.633,58.636,-11.462,-26.807,53.457,4.008,-25.186,76.784,18.791,-26.301,59.585,-17.4,-53.682,45.594,4.021,-49.269,61.104,30.1,-52.142,45.175,4.741,-53.106,57.802,4.737,-55.38,56.973,4.124,-64.075,58.225,4.328,-88.266,47.618
bs060,N,bs060_N_N_1.lm3,-13.864,5.283,52.066,-3.523,26.564,63.226,17.898,2.477,58.273,51.643,1.815,58.385,74.847,27.693,63.613,83.79,3.198,49.226,28.626,-7.511,74.945,40.313,-8.243,74.453,17.187,-36.975,64.473,33.678,-33.878,89.216,49.548,-38.521,61.463,9.907,-63.106,57.441,33.284,-59.966,72.754,57.849,-63.704,56.086,33.296,-63.013,70.473,34.03,-65.272,69.62,33.296,-73.39,69.133,31.681,-97.494,58.766
bs060,N,bs060_N_N_2.lm3,-45.381,18.764,31.532,-36.02,40.335,44.205,-12.204,17.32,41.279,21.863,17.335,42.393,49.247,41.888,44.228,54.782,18.968,32.577,0.427,15.03,56.062,9.94,15.842,54.313,-9.756,-24.034,55.186,4.241,-22.686,73.345,18.263,-22.992,57.063,-16.419,-47.003,48.496,4.979,-42.87,61.353,27.364,-49.354,46.505,4.951,-47.433,57.794,4.932,-49.811,54.846,5.745,-58.526,57.407,5.905,-77.086,50.451
bs060,N,bs060_N_N_3.lm3,-46.973,-1.036,56.928,-37.548,20.815,73.435,-15.139,-2.38,65.454,18.42,-1.605,67.861,38.654,21.676,75.951,50.136,1.309,59.339,-4.692,-12.292,85.73,6.14,-12.324,85.14,-13.432,-42.276,78.845,1.339,-39.991,98.944,16.353,-42.232,73.734,-19.998,-68.346,66.758,2.656,-64.47,82.639,26.8,-68.273,65.26,3.443,-69.062,79.231,4.244,-70.509,79.176,5.124,-79.292,77.423,5.105,-104.773,65.038
bs061,N,bs061_N_N_0.lm3,-57.796,-1.836,64.594,-54.402,15.656,75.599,-25.508,-0.991,67.388,4.31,1.405,67.904,34.055,20.952,75.039,37.3,1.966,62.006,-14.356,-12.325,85.808,-1.26,-12.296,88.703,-24.449,-40.757,80.105,-1.026,-42.117,101.346,9.728,-39.137,78.296,-32.692,-65.476,65.488,-7.085,-60.259,79.926,16.202,-61.722,62.491,-6.999,-64.805,77.141,-7.022,-66.398,74.786,-6.239,-72.106,76.442,-5.39,-100.759,71.799
bs061,N,bs061_N_N_1.lm3,-58.209,-4.444,67.22,-50.259,12.965,83.018,-25.903,-5.831,73.635,5.234,-4.166,72.898,34.163,14.704,82.811,36.798,-6.413,69.102,-15.491,-16.395,91.293,-2.438,-16.227,94.059,-26.25,-44.537,85.513,-6.544,-48.131,106.226,6.198,-45.048,88.072,-35.983,-70.965,67.953,-10.952,-67.111,83.059,11.45,-70.024,66.271,-10.975,-70.981,79.198,-11.008,-73.959,77.954,-10.233,-78.193,79.322,-10.177,-107.501,75.003
bs061,N,bs061_N_N_2.lm3,-66.13,3.242,31.011,-57.778,19.66,47.77,-32.166,1.298,36.879,-0.953,3.406,36.385,27.167,22.056,45.781,30.502,2.791,32.467,-20.632,-5.319,54.313,-9.609,-4.363,57.277,-31.735,-36.505,49.303,-10.023,-40.863,70.969,1.466,-37.815,52.833,-40.116,-63.066,36.904,-16.032,-57.903,50.259,6.735,-61.793,31.219,-14.615,-62.567,47.494,-14.665,-64.967,44.861,-14.656,-69.334,46.396,-13.663,-100.81,40.523
bs061,N,bs061_N_N_3.lm3,-87.888,-8.504,41.433,-83.697,10.9,60.212,-53.954,-6.882,52.772,-24.252,-3.048,55.71,4.38,16.167,66.041,8.009,-2.906,53.779,-44.993,-17.351,72.487,-31.969,-15.969,76.029,-53.945,-46.13,66.859,-34.341,-46.545,89.018,-20.343,-43.112,67.553,-59.68,-72.701,48.969,-37.074,-66.676,66.556,-12.409,-67.514,51.917,-37.086,-70.453,64.151,-37.161,-72.099,60.961,-36.423,-78.645,62.209,-32.704,-104.423,59.158
bs062,N,bs062_N_N_0.lm3,-68.118,40.213,42.854,-58.721,62.02,57.85,-35.89,40.23,50.092,-5.614,40.818,52.311,14.837,65.805,59.561,26.782,43.489,43.398,-29.054,38.545,60.912,-13.607,38.485,63.392,-35.679,3.387,59.484,-21.038,17.229,85.193,-4.727,4.22,57.922,-43.868,-24.26,50.24,-19.91,-15.546,68.295,9.422,-21.128,51.115,-19.24,-20.78,63.855,-19.236,-21.523,63.704,-19.142,-28.775,66.715,-18.41,-59.06,61.248
bs062,N,bs062_N_N_1.lm3,-74.387,36.113,49.826,-65.006,59.332,65.008,-40.056,36.859,57.808,-8.634,38.345,58.701,13.25,63.764,67.214,24.494,40.642,52.234,-32.284,31.4,75.918,-17.047,32.128,74.756,-38.665,0.224,73.38,-26.563,13.38,96.879,-7.604,1.803,67.662,-48.353,-26.066,66.308,-23.414,-17.033,80.765,3.555,-25.326,67.057,-23.357,-22.175,79.252,-23.32,-25.853,77.601,-23.944,-31.644,79.82,-21.835,-63.598,75.743
bs062,N,bs062_N_N_2.lm3,-60.837,40.05,26.599,-58.402,67.609,35.094,-25.998,41.594,37.358,3.628,42.479,39.392,28.803,71.312,41.658,37.277,42.43,29.278,-18.387,37.689,50.389,-5.104,37.65,52.186,-25.769,2.272,44.807,-13.077,17.019,72.431,4.519,3.049,44.163,-35.422,-25.34,39.654,-11.582,-16.86,56.022,17.174,-21.457,42.51,-11.487,-20.664,53.627,-11.471,-22.915,52.482,-11.427,-28.742,54.611,-9.254,-64.557,47.076
bs062,N,bs062_N_N_3.lm3,-67.75,28.569,36.416,-64.241,55.241,48.844,-33.703,28.647,47.683,-2.595,31.527,51.89,22.921,58.749,56.865,32.088,34.778,44.003,-27.06,26.483,60.208,-11.485,26.336,62.604,-33.413,-10.463,53.004,-21.84,3.681,82.078,-1.013,-8.187,53.633,-43.909,-34.452,47.539,-16.989,-27.911,64.26,12.276,-34.218,47.304,-16.944,-33.158,61.777,-17.679,-35.379,60.402,-17.693,-41.142,61.753,-14.855,-74.061,53.568
bs063,N,bs063_N_N_0.lm3,-54.857,26.862,-15.775,-43.86,49.878,0.022,-17.796,26.106,-4.044,8.955,27.893,-3.83,34.145,52.826,-0.79,46.31,28.728,-16.551,-8.389,22.154,10.589,-0.953,22.159,11.47,-18.995,-10.521,4.859,-4.405,-6.406,27.614,11.487,-11.966,0.889,-25.824,-39.035,-6.148,-3.529,-29.384,13.022,20.102,-35.778,-4.943,-4.274,-34.705,9.905,-3.519,-39.254,7.6,-4.304,-47.535,8.956,-5.028,-74.198,-7.438
bs063,N,bs063_N_N_1.lm3,-51.863,27.654,-18.472,-42.375,49.987,-5.101,-19.484,27.801,-8.555,11.198,30.212,-9.427,38.066,53.194,-7.577,45.537,31.052,-17.373,-6.948,28.345,1.457,2.215,29.268,0.918,-16.887,-9.714,-0.908,-2.464,-4.179,22.439,13.847,-10.451,-5.188,-25.128,-36.788,-7.897,-1.226,-28.761,7.241,22.457,-35.974,-10.669,-1.953,-35.613,3.743,-1.94,-38.664,2.109,-1.955,-46.971,3.778,-3.489,-75.426,-14.262
bs063,N,bs063_N_N_2.lm3,-76.257,38.624,-31.377,-67.563,64.824,-19.995,-40.888,38.651,-21.939,-13.008,40.27,-23.053,-3.06,67.179,-15.738,19.464,40.612,-34.799,-31.326,37.674,-8.835,-22.153,38.447,-11.773,-42.178,2.972,-14.307,-26.1,8.489,10.71,-11.408,3.099,-17.216,-50.78,-26.447,-19.157,-27.14,-13.667,-2.395,-2.824,-23.952,-21.024,-27.225,-21.404,-6.361,-27.955,-25.226,-5.953,-28.638,-34.407,-5.327,-29.626,-60.654,-18.872
bs063,N,bs063_N_N_3.lm3,-73.859,34.703,-4.927,-65.371,58.122,4.019,-39.029,33.852,8.804,-10.217,36.162,5.138,12.437,61.993,10.407,24.818,37.362,-7.366,-28.16,32.999,17.439,-20.552,33.002,18.778,-39.595,-2.71,10.715,-23.932,2.239,36.981,-9.409,-2.514,16.481,-47.452,-33.207,2.874,-23.367,-22.024,24.825,-0.7,-30.817,5.166,-24.145,-27.512,20.917,-24.198,-31.401,13.618,-24.979,-42.021,13.17,-23.908,-68.517,-1.156
bs064,N,bs064_N_N_0.lm3,-67.815,27.238,-52.365,-60.189,47.965,-36.879,-33.49,24.733,-42.733,-3.027,24.691,-41.674,21.699,45.009,-34.016,30.105,24.275,-50.163,-24.59,26.893,-22.527,-11.372,26.08,-20.145,-37.67,-11.886,-20.182,-18.742,2.975,5.567,1.791,-11.131,-25.552,-45.419,-41.527,-24.401,-18.755,-31.587,-7.046,7.523,-41.292,-23.282,-19.557,-37.808,-9.181,-19.527,-40.853,-8.457,-19.477,-46.968,-6.759,-19.312,-82.294,-6.494
bs064,N,bs064_N_N_1.lm3,-66.44,25.376,-51.182,-58.841,46.134,-36.05,-33.776,25.267,-43.42,-2.512,24.445,-42.078,20.637,44.749,-32.926,31.426,24.799,-49.873,-23.995,24.271,-18.484,-11.633,25.042,-19.175,-37.022,-11.295,-16.293,-18.978,3.468,5.948,2.314,-11.386,-25.386,-45.706,-42.577,-25.036,-18.218,-31.824,-6.295,8.06,-43.119,-22.834,-19.035,-38.048,-8.808,-19.022,-40.337,-8.523,-18.927,-45.611,-5.278,-21.1,-83.309,-5.559
bs064,N,bs064_N_N_2.lm3,-63.691,21.103,-1.625,-56.481,43.211,10.998,-30.791,19.74,-0.677,0.514,18.984,2.828,26.227,39.444,9.899,35.865,17.676,-12.044,-19.792,24.918,17.104,-6.41,23.444,17.497,-32.6,-20.415,18.942,-11.917,-4.909,49.074,8.067,-18.915,16.177,-39.962,-48.431,17.833,-12.737,-39.296,35.723,12.713,-48.385,15.196,-13.455,-45.375,31.747,-13.451,-48.377,32.81,-14.159,-54.397,33.927,-11.634,-90.415,32.627
bs064,N,bs064_N_N_3.lm3,-68.245,13.464,-7.141,-61.558,32.524,10.089,-35.062,11.338,-0.201,-4.542,11.378,-0.096,22.599,31.994,8.535,27.574,10.735,-7.744,-25.595,9.038,17.23,-11.395,8.295,19.321,-39.165,-28.089,15.505,-17.497,-22.019,45.407,2.563,-29.733,9.091,-45.417,-59.454,8.744,-19.275,-51.682,27.247,5.599,-58.675,8.562,-19.383,-57.138,24.712,-19.397,-58.696,23.98,-19.271,-66.105,25.538,-19.038,-97.199,23.206
bs065,N,bs065_N_N_0.lm3,-49.017,17.795,16.821,-37.914,37.915,38.811,-15.019,18.569,28.736,15.602,18.587,29.008,44.044,43.189,30.923,47.61,22.599,14.383,-6.513,17.835,39.031,8.269,17.812,42.906,-17.088,-18.77,33.289,2.431,-10.639,62.819,20.496,-18.771,30.878,-24.351,-50.256,31.718,2.39,-40.673,47.908,29.577,-49.593,28.939,2.406,-47.479,45.335,1.657,-50.612,40.367,1.694,-58.761,44.517,2.774,-85.189,35.874
bs065,N,bs065_N_N_1.lm3,-47.898,15.497,20.561,-42.952,37.099,37.476,-14.722,17.073,31.518,15.853,17.82,30.331,44.287,42.448,31.385,49.496,19.525,12.008,-4.76,14.068,43.682,8.518,14.074,45.843,-15.166,-20.813,39.519,3.422,-12.101,64.587,22.192,-19.47,32.404,-23.346,-54.017,32.116,3.399,-43.59,50.017,29.782,-50.297,30.856,4.137,-48.913,47.204,4.143,-52.738,44.972,4.163,-60.204,45.9,5.243,-85.044,38.199
bs065,N,bs065_N_N_2.lm3,-66.849,43.55,75.119,-61.85,70.763,90.732,-32.161,44.954,88.09,-2.095,47.135,87.738,23.796,75.924,89.574,29.765,49.609,73.197,-23.984,46.056,99.341,-9.737,46.825,102.733,-31.648,9.616,103.024,-13.501,20.15,125.199,3.765,14.009,93.091,-39.607,-23.468,97.172,-12.883,-10.799,113.056,14.093,-21.244,95.383,-12.813,-17.096,109.654,-12.087,-20.028,108.825,-12.599,-29.274,111.299,-12.945,-53.105,104.986
bs065,N,bs065_N_N_3.lm3,-86.845,18.575,30.535,-75.936,41.899,53.288,-48.761,19.964,44.852,-19.161,21.525,43.336,7.354,47.442,46.985,12.599,23.837,27.643,-40.346,17.753,56.844,-27.297,18.572,58.374,-51.477,-16.952,52.352,-32.38,-8.448,77.851,-14.547,-14.919,45.902,-58.94,-50.491,47.839,-31.965,-39.339,62.921,-6.462,-48.227,45.873,-31.347,-46.756,60.195,-32.096,-49.867,57.09,-31.903,-58.604,59.822,-31.949,-83.456,51.792
bs066,N,bs066_N_N_0.lm3,-35.902,19.309,-30.628,-26.331,33.9,-10.496,-3.06,17.72,-21.541,26.875,17.208,-18.957,46.573,34.741,-5.829,60.607,18.715,-28.322,4.461,18.526,-6.504,20.57,18.739,-12.423,-3.694,-18.257,-7.199,13.749,-20.185,15.854,31.778,-19.258,-18.895,-11.823,-45.301,-29.986,13.943,-40.59,-10.433,39.885,-45.787,-29.301,14.099,-44.664,-14.384,14.17,-47.074,-15.89,14.196,-53.18,-14.535,13.002,-88.871,-29.091
bs066,N,bs066_N_N_1.lm3,-34.555,14.888,-22.656,-25.069,32.471,-2.119,-2.848,14.831,-15.179,27.882,16.654,-14.268,45.086,33.352,1.362,59.773,18.935,-19.03,4.109,16.51,-1.987,20.812,16.539,-0.041,-3.454,-21.943,-12.667,13.976,-23.559,21.685,32.759,-21.195,-11.264,-9.712,-46.352,-22.906,15.748,-43.188,-5.124,41.654,-46.021,-22.478,16.577,-46.373,-7.958,16.635,-49.533,-10.002,16.711,-57.191,-10.283,17.136,-93.302,-29.098
bs066,N,bs066_N_N_2.lm3,-71.223,34.181,-3.371,-63.838,51.381,11.938,-38.095,33.391,6.132,-9.225,34.909,4.208,10.354,52.894,16.642,25.065,35.364,-7.387,-31.644,33.141,21.145,-14.367,34.079,10.085,-38.037,-1.414,26.92,-22.028,1.033,46.102,-3.776,-1.483,10.561,-47.328,-30.708,0.264,-21.72,-22.644,19.78,4.131,-29.85,2.903,-20.134,-26.534,19.916,-20.15,-28.854,15.692,-20.213,-37.812,17.857,-20.182,-70.698,11.284
bs066,N,bs066_N_N_3.lm3,-74.41,21.745,11.301,-65.106,39.448,31.316,-42.926,20.248,19.861,-12.037,21.83,21.892,5.116,38.989,35.801,19.529,22.007,14.64,-35.696,20.253,34.626,-18.712,20.304,28.732,-43.856,-14.784,33.528,-26.178,-14.167,59.308,-8.995,-14.909,27.111,-51.206,-43.302,15.0,-25.069,-37.148,34.558,0.28,-42.252,16.741,-25.087,-40.243,30.779,-25.162,-41.835,28.346,-24.366,-49.278,30.471,-24.507,-85.616,16.768
bs067,N,bs067_N_N_0.lm3,-62.126,11.969,-19.313,-68.993,38.173,-14.931,-31.771,16.649,-10.943,0.257,19.748,-10.625,31.813,48.5,-15.527,35.267,21.539,-22.643,-22.089,18.897,11.104,-8.625,20.367,12.141,-32.068,-13.644,11.206,-12.845,-17.755,33.6,3.455,-10.563,14.921,-34.92,-51.912,8.797,-12.145,-43.598,21.564,11.291,-49.381,9.635,-12.214,-47.49,19.487,-12.206,-50.609,19.361,-12.142,-53.467,23.044,-8.067,-98.367,15.04
bs067,N,bs067_N_N_1.lm3,-69.196,9.074,-18.545,-76.851,29.984,-18.127,-36.426,10.734,-12.456,-2.64,15.346,-13.499,27.961,41.047,-16.975,29.026,18.684,-22.416,-25.955,16.901,7.209,-13.157,19.087,6.405,-36.828,-18.154,3.919,-15.711,-27.366,28.486,2.165,-18.238,1.918,-36.611,-58.603,5.794,-15.244,-48.834,18.159,13.621,-55.377,4.066,-12.948,-52.732,17.518,-12.926,-55.13,14.589,-12.995,-59.54,19.384,-8.833,-102.082,12.051
bs067,N,bs067_N_N_2.lm3,-71.405,6.517,-9.647,-75.879,29.581,-4.922,-42.133,7.438,-4.744,-8.435,11.317,-2.814,23.484,36.76,-4.027,26.879,11.555,-14.196,-31.658,14.394,10.202,-18.805,15.041,17.145,-38.218,-25.698,21.254,-21.347,-31.752,37.012,-3.691,-24.23,19.327,-42.818,-61.447,14.517,-20.053,-52.515,26.316,2.425,-58.988,15.65,-18.558,-57.77,26.8,-19.398,-60.235,23.554,-18.482,-63.728,28.112,-19.868,-105.0,17.642
bs067,N,bs067_N_N_3.lm3,-71.934,26.524,-3.094,-68.568,51.503,8.459,-40.33,26.494,5.036,-8.423,29.561,7.165,26.472,54.019,3.869,26.537,29.928,-2.938,-33.265,34.739,16.45,-15.792,34.776,18.447,-40.934,-6.607,29.473,-24.906,-11.6,47.944,-5.768,-7.363,29.954,-47.848,-42.317,23.016,-25.789,-34.068,36.98,1.075,-41.905,26.571,-24.333,-37.863,35.732,-23.603,-40.139,34.607,-22.864,-44.557,39.231,-24.165,-85.301,31.983
bs068,N,bs068_N_N_0.lm3,-53.306,-1.565,23.282,-58.658,23.198,23.023,-21.547,-0.628,28.283,14.239,-1.427,29.287,45.699,25.626,27.081,46.609,-0.686,20.133,-11.001,0.963,42.333,6.015,1.679,36.344,-22.656,-32.387,45.664,-2.475,-33.143,68.206,15.746,-32.279,47.038,-23.371,-66.28,38.317,-2.007,-60.509,51.299,19.791,-64.007,37.407,-1.253,-63.515,48.837,-1.185,-65.749,47.012,-0.356,-72.182,48.745,-0.828,-99.607,47.743
